V0000399258	それはとってもいい話だ。	それはとってもいいはなしだ 
V0000401841	彼女はアレルギーに苦しんでいます。	かのじょ は アレルギー に くるしん でいます 。 
V0000401842	犯人は国外に逃げたようです。	はんにん は こくがい に にげた よう です 。 
V0000401843	彼は若いのにしっかりしてるね。	かれ は わかい の に しっかり してる ね 。 
V0000401844	母の手料理をゆっくり味わいました。	はは の てりょうり を ゆっくり あじわいました 。 
V0000401845	その古い建物は官庁です。	その ふるい たてもの は かんちょう です 。 
V0000401846	期限までに申し込みました。	きげん まで に もうしこみました 。 
V0000401847	水が沸騰して気体になったんだ。	みず が ふっとう して きたい に なった ん だ 。 
V0000401848	この句はどんな意味でしょうか。	この く は どんな いみ でしょう か 。 
V0000401849	この店では新鮮な野菜が買えますよ。	この みせ で は しんせん な やさい が かえます よ 。 
V0000401850	前回の続きから始めます。	ぜんかい の つづき から はじめます 。 
V0000401851	今日は沿岸の波が荒いでしょう。	きょう は えんがん の なみ が あらい でしょう 。 
V0000401852	覚悟はできています。	かくご は できています 。 
V0000401853	彼女は幸福な日々を過ごしているわ。	かのじょ は こうふく な ひび を すごしている わ 。 
V0000401854	部長は京都に出張中です。	ぶちょう は きょうと に しゅっちょう ちゅう です 。 
V0000401855	家族に感謝しています。	かぞく に かん しゃ しています 。 
V0000401856	私は毎年夏に田舎に帰ります。	わたし は まいとし なつ に いなか に かえります 。 
V0000401857	彼の講義はとても分かりやすいですね。	かれ の こうぎ は とても わかりやすい です ね 。 
V0000401858	ゆっくり呼吸してください。	ゆっくり こきゅう して ください 。 
V0000401859	その選手は自主トレーニングを始めたの。	その せんしゅ は じしゅ トレーニング を はじめた の 。 
V0000401860	地面に何か絵が描いてあるぞ。	じめん に なに か え が えがいてある ぞ 。 
V0000401861	7月上旬に夏祭りがありますよ。	7つき じょうじゅん に なつ まつり が あります よ 。 
V0000401862	お二人はどこで知り合ったのですか。	お に にん は どこ で しりあった の です か 。 
V0000401863	彼女は秘書と事務の担当を兼ねています。	かのじょ は ひしょ と じむ の たんとう を かねています 。 
P0000185137	夜の11時に帰宅しました。	よる の 
P0000185137	じ に きたく しました 。 
V0000401864	物事には限度があります。	ものごと に は げんど が あります 。 
V0000401865	彼女は高価な宝石を持っているわ。	かのじょ は こうか な ほうせき を もっている わ 。 
V0000401866	彼女は通りがかりの人に救われたよ。	かのじょ は とおりがかり の ひと に すくわれた よ 。 
V0000401867	祖父は戦場に行ったことがあるそうです。	そふ は せんじょう に いった こと が ある そう です 。 
V0000401868	彼は相変わらず忙しいですね。	かれ は あいかわらず いそがしい です ね 。 
V0000401869	街で偶然友人に会いました。	まち で ぐうぜん ゆうじん に あいました 。 
V0000401870	子供が歩き始めたとき、子供の成長を実感した。	こども が あるきはじめた とき 、 こども の せいちょう を じっかん した 。 
V0000401871	その家の正面には大きなバルコニーがあるの。	その いえ の しょうめん に は おおきな バルコニー が ある の 。 
V0000401872	彼は人民のための政治を行った。	かれ は じんみん の ため の せいじ を おこなった 。 
V0000401873	私は体力では誰にも劣りません。	わたし は たいりょく で は だれ に も おとりません 。 
V0000401874	あの岩まで泳ごう。	あの いわ まで およごう 。 
V0000401875	古代の歴史について勉強しました。	こだい の れきし について べんきょう しました 。 
V0000401876	コストがこんなに高くては採算が取れません。	コスト が こんなに たかくて は さいさん が とれません 。 
V0000401877	車内に忘れ物があったよ。	しゃない に わすれもの が あった よ 。 
V0000401878	彼女は演劇を学んでいます。	かのじょ は えんげき を まなん でいます 。 
V0000401879	嬉しくて思わず涙が出ました。	うれしくて おもわず なみだ が でました 。 
