V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
V0000368470	手段（しゅだん） 生活を楽しむ手段 あらゆる可能な手段を選ぶ
P0000157850	書き込む（かきこむ） 記入する（きにゅう）
P0000157850	この用紙に書き込むだけです
V0000368471	記念（きねん） 記念碑（きねんひ） ２０周年記念に乾杯（かんぱい）
V0000368472	凍らせる　（こおらせます） 冷凍する（れいとう） 水を凍らせた
V0000368473	月給（げっきゅう） 時給（じきゅう）
V0000368474	鳥類学（ちょうるいがく）
V0000368475	喘ぐ（あえぎます） 喘ぎながら言う 祖母は喘ぎながら坂を登る
V0000368476	気（き） 気のいい人 彼と一緒だと気が楽である
P0000157851	～を　自慢する（じまん） ～を　誇る（ほこります） 
P0000157851	～が　得意になる（とくい） 父はハンサムなのを自慢している 自慢話（じまんばなし）
V0000368477	形成する（けいせい） 人柄（ひとがら）の形成（けいせい） 結成（けっせい） イメージはマスコミの情報に形成された
P0000157852	通過する（つうか） 通貨（つうか） 
P0000157852	間もなくトンネルを通過する
V0000368478	コンサート 演奏会（えんそうかい） 音楽会（おんがくかい）
V0000368479	重さ（おもさ） 重量（じゅうりょう） 体重（たいじゅう）
V0000368480	痛み止め（いたみどめ） 鎮痛剤（ちんつうざい）(医） 痛くなったら鎮痛剤を飲んでください
V0000368481	新緑の（しんりょく） 新緑の山々
V0000368482	～に　屈み込む（かがみこむ）
V0000368483	銀（ぎん） 白金/銀（しろがね）
P0000157853	尖る（とがります）
P0000157853	鋭い（するどい） 尖った鉛筆
V0000368484	科学者（かがくしゃ）
V0000368485	ヨウ素（ようそ） 要素（ようそ）
V0000368486	切手（きって） 小切手（こぎって）
V0000368487	依頼（いらい） お願い（おねがい） 頼み（たのみ） 彼の依頼は命令に等しい（ひとしい）
V0000368488	発音（はつおん） 発音する
V0000368489	真珠湾（しんじゅわん）
V0000368490	～が　治る（なおります）
V0000368491	解放する（かいほう） 放す（はなします） 王はその囚人を解放するように命令した
V0000368492	玄人（くろうと） 素人（しろうと） 彼は玄人に近い 料理の玄人
P0000157854	殺人（さつじん）
P0000157854	殺害（さつがい） その男は殺人を犯した（おかした） 殺人未遂（さつじんみすい）
V0000368493	写真家（しゃしんか） 撮影者（さつえいしゃ） フォトグラファー
V0000368494	皮膚科学（ひふかがく）
V0000368495	一方で（は）（いっぽう） ～他方で（は）（たほう） この薬は、一方では症状を軽くするが、他方では強い副作用がある
V0000368496	コップ
V0000368497	通信販売（つうしんはんばい） 通信販売で買った
V0000368498	～を　中断する（ちゅうだん） 裁判を中断するのは不可能だ その試合は一時中断された
V0000368499	前へ行く 先に行く
V0000368500	約～（やく） 約２６９年かかった
V0000368501	ぶつかる（ぶつかります） 2台の車が正面(しょうめん)からぶつかった
V0000368502	適度（な）（てきど） 適度に運動する 適度の飲酒は健康によい
V0000368503	私もそう思います
V0000368504	才能豊か（な） （さいのうゆたか）
V0000368505	振る（ふります） 犬は尾を振る
V0000368506	タバコ
V0000368507	バケツ
V0000368508	固有（こゆう）（な） 羽は鳥に固有のものだ
V0000368509	四角（しかく）
V0000368510	番（ばん） 次は山田さんの読む番です
V0000368511	解決（かいけつ） 解決する（かいけつ） 解く（ときます）
V0000368512	重大（な）（じゅうだい） 国際情勢は重大になりつつある 重大な問題
V0000368513	迷路（めいろ） この迷路は抜け出すのがとても難しい
V0000368514	靴べら（くつべら）
V0000368515	運命（うんめい） 運命のいたずら 運命を支配する
V0000368516	また明日！（あした）
V0000368517	残念ながら
P0000157855	容器（ようき） 陽気（ようき）
P0000157855	空きの容器は一番音を立てる
V0000368518	光（ひかり） 電気が消えたので、ろうそくの光で勉強した
V0000368519	単なる（たんなる） ただの 田中さんは単なる友人だ 彼は単なる文士ではない
V0000368520	淡水魚（たんすいぎょ）
V0000368521	暖炉（だんろ） 煙突（えんとつ）
V0000368522	服飾品（ふくしょくひん） アクセサリー
V0000368523	梅毒（ばいどく）
P0000157856	全焼する（ぜんしょう） 燃える（もえる）
P0000157856	１０戸（こ）が全焼した
V0000368524	～に　属する（ぞく） ～に　所属する（しょぞく） 彼は上流階級に属する
V0000368525	ずんぐりした ずんぐりした女だ
V0000368526	ロシアンルーレット
V0000368527	まさかの時 私達はまさかの時のために貯金しなきゃ
V0000368528	温暖化現象　（おんだんかげんしょう） 温室効果　（おんしつこうか）
V0000368529	このくらいの…
V0000368530	カルト 新宗教（しんしゅうきょう） セクト 
V0000368531	そういえば、そうですね
V0000368532	緯線（いせん） 子午線（しごせん）
V0000368533	植物（しょくぶつ）
V0000368534	激しい（はげしい） ３時間以上も激しい雨が降り続いている
V0000368535	逆にする アルファベットの順を逆にしなさい
P0000157857	具体化する（ぐたいか） 実現する（じつげん） 
P0000157857	その計画は具体化された 彼の理論はこの本の中で具体化されている
V0000368536	～に 勝つ（かちます） 戦いに勝つ 敵に勝つ
V0000368537	画数（かくすう）
V0000368538	しわ 額にしわを寄せる しわが寄る（よります）
V0000368539	いいえ、結構です（けっこう）
P0000157858	市民権（しみんけん）
P0000157858	国籍（こくせき）
P0000157858	彼にアメリカの市民権が与えられるだろう
V0000368540	獣姦（じゅうかん）
V0000368541	相手（あいて） 結婚の相手を探してる
V0000368542	異論（いろん） 私としては異論はありません この問題に関してはいろいろ異論がある
V0000368543	専業主婦（せんぎょうしゅふ） (職に就かないで、家事に専念する主婦) 主婦（しゅふ）
V0000368544	～に　劣る（おとります） この点で私は彼に劣る 暗算ではだれにも劣らなかった
P0000157859	十字路（じゅうじろ） 
P0000157859	交差点（こうさてん） 
P0000157859	十字路に立つ
V0000368545	洗濯物（せんたくもの） 雨が降り始めると、彼女は息子に洗濯物を取り込むように言った
V0000368546	全国民（ぜんこくみん） 全国民が選挙で投票した（とうひょう）
V0000368547	旬の野菜（しゅんのやさい）
V0000368548	ダックスフント 
V0000368549	いってまいります
V0000368550	アーチスト 芸術家（げいじゅつか） 芸術的（な）
V0000368551	派遣する（はけん） アフガニスタンに軍隊を派遣する
P0000157860	名称（めいしょう） 名所（めいしょ）
P0000157860	名称を与える この会の名称は
P0000157860	とする
V0000368552	キッズ
V0000368553	回転木馬（かいてんもくば）
V0000368554	同性カップル
P0000157861	～を　容認する（ようにん） ～を　承知する（しょうち）
P0000157861	～に　寛容になる（かんよう）
P0000157862	案外（あんがい） 意外（いがい）　　　　以外（いがい）
P0000157862	この本は案外に安いですね
V0000368555	どうしましたか
P0000157863	解明する（かいめい）
P0000157863	説明する（せつめい）
P0000157863	秘密を解明した 動機を解明する
V0000368556	祈る（いのります） お祈りする（おいのり）
V0000368557	非難すべき（ひなん）
P0000157864	断片（だんぺん） 破片（はへん）
P0000157864	このパズルに５００の断片がある 事故の断片的ニュース
P0000157865	人格（じんかく）
P0000157865	性格（せいかく）
P0000157865	人柄（ひとがら）
P0000157865	人格の分裂　【心理】 彼には人格が備わっている（そなわる） 備わる（そなわる）
P0000157866	中退する（ちゅうたい） 
P0000157866	中途退学（ちゅうとたいがく） 大学を中退した人 中退者（ちゅうたいしゃ）
V0000368558	届ける（とどけます） 盗難を警察に届ける 彼は彼女に花束を届けた
V0000368559	やがて やがて城が見えてきた
P0000157867	ベッド 
P0000157867	寝台（しんだい）
P0000157868	それなら それでは 
P0000157868	そうか, それなら話は別だ
V0000368560	図書館（としょかん） ライブラリー
V0000368561	三角（形）（さんかく「けい」）
