V0000336092	三が日
V0000337929	このレクサスに乗るのは初めて。ルーフを開けて。。。いい気持ち！	
V0000337930	このレクサスに乗るのは初めて。ルーフを開けて。。。いい気持ち！ 
V0000337931	ほんとに。	
V0000337932	ほんとに。 
V0000337933	あっ！あれ見て！こんなところで何やってるのかしら。	
V0000337934	あっ！あれ見て！こんなところで何やってるのかしら。 
V0000337935	アイボだ！危ない！	
V0000337936	アイボだ！危ない！ 
V0000337937	轢かれた！かわいそうに。	
V0000337938	轢かれた！かわいそうに。 
V0000337939	助けないと...	
V0000337940	助けないと... 
V0000337941	おじいさん、アイボを取ってくる。
V0000337942	大丈夫？	
V0000337943	大丈夫？ 
V0000337944	かなりひどいよ。早くうちへ連れて帰らないと。	
V0000337945	かなりひどいよ。早くうちへ連れて帰らないと。 
V0000337946	早く帰りましょう。	
V0000337947	早く帰りましょう。 
V0000337948	もう3日だが、あまり様子が変わらないなあ。全然動かないし。もう駄目かな。	
V0000337949	もう3日だが、あまり様子が変わらないなあ。全然動かないし。もう駄目かな。 
V0000337950	そんなに簡単にあきらめないで。ほら。	
V0000337951	そんなに簡単にあきらめないで。ほら。 
V0000337952	動いた！よかった。本当によかった。じゃ、散歩に行こう。	
V0000337953	動いた！よかった。本当によかった。じゃ、散歩に行こう。 
V0000337954	あなた、まだ早いですよ。ちゃんと治るまで待ちましょう。	
V0000337955	あなた、まだ早いですよ。ちゃんと治るまで待ちましょう。 
V0000337956	そうだな。さすが、ばあさん。	
V0000337957	そうだな。さすが、ばあさん。 
V0000337958	ただいま。	
V0000337959	ただいま。 
V0000337960	２人ともお帰り。	
V0000337961	２人ともお帰り。 
V0000337962	ばあさん、ついに完全に治ったよ！	
V0000337963	ばあさん、ついに完全に治ったよ！ 
V0000337964	あなたが直したんでしょう。	
V0000337965	あなたが直したんでしょう。 
V0000337966	まあね。	
V0000337967	まあね。 
P0000149646	せっかく家族になったのに、寂しいけど・・・元気になったから、そろそろ
P0000149646	の店へ返さなきゃ。	
P0000149647	せっかく家族になったのに、寂しいけど・・・元気になったから、そろそろ
P0000149647	の店へ返さなきゃ。 
V0000337968	まだ早すぎるよ。	
V0000337969	まだ早すぎるよ。 
V0000337970	じいさん。	
V0000337971	じいさん。 
V0000337972	はい、分かりました。アイボ、そろそろほんとのお家へ帰ろうか。	
V0000337973	はい、分かりました。アイボ、そろそろほんとのお家へ帰ろうか。 
P0000149648	おばあさんとおじいさんが
P0000149648	に着く
P0000149649	ここが噂の
P0000149649	ビルですか。	
P0000149650	ここが噂の
P0000149650	ビルですか。 
V0000337974	おばあさんとおじいさんが帰ろうとすると、おばあさんが何かに気づく。
V0000337975	店のマネージャーが迷子だったアイボを見つけ、二人に気づく。
V0000337976	ありがとうございました！１週間前に行方不明だったんです。無事に返してくださって、ほんとにありがとうございました。	
V0000337977	ありがとうございました！１週間前に行方不明だったんです。無事に返してくださって、ほんとにありがとうございました。 
V0000337978	いいえ、とんでもないです。	
V0000337979	いいえ、とんでもないです。 
P0000149651	少々お待ちください。はい、これはお礼です。少ないですが、イタリア料理の招待券と
P0000149651	の商品券です。	
P0000149652	少々お待ちください。はい、これはお礼です。少ないですが、イタリア料理の招待券と
P0000149652	の商品券です。 
V0000337980	お礼なんていらないんですよ。アイボのおかげで楽しい時間を過ごしました。	
V0000337981	お礼なんていらないんですよ。アイボのおかげで楽しい時間を過ごしました。 
V0000337982	おや、おかしいですね。アイボたちがみんなでこっちに来てます。こんなの見たことないです。よし！じゃ、みんなで、車までお見送りしましょう。	
V0000337983	おや、おかしいですね。アイボたちがみんなでこっちに来てます。こんなの見たことないです。よし！じゃ、みんなで、車までお見送りしましょう。 
V0000337984	会計
V0000337985	勘定
V0000337986	可能性
V0000337987	御馳走
P0000149653	いる・
P0000149653	いっらしゃる
V0000337988	負担
V0000337989	転換
V0000337990	恩返し
V0000337991	そろそろ行きましょうか。	
V0000337992	そろそろ行きましょうか。 
V0000337993	そうですね。行きましょう。	
V0000337994	そうですね。行きましょう。 
V0000337995	おばあさん、お会計お願いします。	
V0000337996	おばあさん、お会計お願いします。 
V0000337997	ええと、味噌ラーメン二つだから、700円でございます。	
V0000337998	ええ、あんなに美味しかったのに、そんなに安いんですか。信じられないです。ごちそうさまでした。	
V0000337999	ええ、あんなに美味しかったのに、そんなに安いんですか。信じられないです。ごちそうさまでした。 
V0000338000	気に入ってくれてよかった。	
V0000338001	気に入ってくれてよかった。 
V0000338002	（おばささん）:おじいさん、いいから！	
V0000338003	また、いっらしゃってね。	
V0000338004	また、いっらしゃってね。 
V0000338005	もちろん。また来ます。	
V0000338006	もちろん。また来ます。 
V0000338007	また彼女もいっしょにね。	
V0000338008	また彼女もいっしょにね。 
V0000338009	さ、どうでしょうね。	
V0000338010	さ、どうでしょうね。 
V0000338011	可能性はなくもないですね。ね、竜太さん。	
V0000338012	可能性はなくもないですね。ね、竜太さん。 
V0000338013	竜太君、頑張ってね。	
V0000338014	竜太君、頑張ってね。 
V0000338015	どうも。気分はどうですか。	
V0000338016	どうも。気分はどうですか。 
V0000338017	すっきりしました。本当にありがとうございます。	
V0000338018	すっきりしました。本当にありがとうございます。 
V0000338019	じゃ、空港でしたっけ？	
V0000338020	じゃ、空港でしたっけ？ 
V0000338021	そうですね。	
V0000338022	そうですね。 
V0000338023	どこへ行くんでしたっけ？	
V0000338024	どこへ行くんでしたっけ？ 
V0000338025	チューリッヒに帰るつもりでしたけど、今から海外へ行く気分ではなくなりました。あのおばあさんと会って、あのラーメンを食べて、久しぶりに北海道へ帰りたくなりました。	
V0000338026	チューリッヒに帰るつもりでしたけど、今から海外へ行く気分ではなくなりました。あのおばあさんと会って、あのラーメンを食べて、久しぶりに北海道へ帰りたくなりました。 
V0000338027	いいな〜。私も帰りたいな〜。でも出稼ぎ中だし。	
V0000338028	いいな〜。私も帰りたいな〜。でも出稼ぎ中だし。 
V0000338029	じゃ、この際一緒に行きませんか。	
V0000338030	じゃ、この際一緒に行きませんか。 
V0000338031	わ、私ですか。しかし、仕事がありますし。お金もなくて。	
V0000338032	わ、私ですか。しかし、仕事がありますし。お金もなくて。 
