V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
V0000363017	編み物（あみもの） 彼女は熱心に編み物をしていた
V0000363018	発生する（はっせい） 起こる（おこります） 地震は時を選ばず発生する 事故が発生する
V0000363019	失恋（しつれん） あの男は失恋している
V0000363020	世代（せだい） 世代差（せだいさ） その習慣は世代から世代へと伝えられた
V0000363021	四方八方（しほうはっぽう） うわさは四方八方に広がった
V0000363022	なるほど
V0000363023	記者会見（きしゃかいけん） 会見（かいけん） 
V0000363024	ポーランド共和国（きょうわこく）
V0000363025	トースト
V0000363026	(悪くない)	悪くない　ー　悪くありません
V0000363027	健康にいい（けんこう） 健康的（けんこうてき）
V0000363028	電源を切る（でんげん） 携帯電話の電源を切るべきである
V0000363029	野山（のやま） 春が来ると野山の全てが生き生きとする
V0000363030	恋心（こいごころ） 彼女は恋心を知るようになる
V0000363031	掃除機（そうじき） この掃除機は非常にうるさい音がする
V0000363032	三次元の（さんじげん） 三次元映画
V0000363033	お疲れ様です（おつかれさま） お疲れ（略）
V0000363034	用紙（ようし） この用紙に書き込むだけです 申し込み用紙
V0000363035	～た　途端に（とたんに） 青信号が出たとたんに動き出す
V0000363036	体育（たいいく） 体育の先生
V0000363037	あばずれ（女）（おんな）
V0000363038	オムレツ
V0000363039	地中海(ちちゅうかい) 彼は休暇で地中海へ行く
V0000363040	～に　大賛成する （だいさんせい）
V0000363041	主人公（しゅじんこう） 有名な力士は落語の主人公になった
V0000363042	情熱的（じょうねつてき） 星の下で情熱的なセックスをする
V0000363043	エトセトラ
V0000363044	ちっちゃ（な） ちっぽけ（な）
V0000363045	曲（きょく） 覚えやすい曲 歌を1曲歌う
V0000363046	修繕する（しゅうぜん） 修理する（しゅうり） 治す（なおします） 私は彼に靴を修繕するように頼んだ
V0000363047	似合う（にあいます） このドレスは君によく似合う あなたはあの赤いセーターが似合う
P0000156743	彗星（すいせい） 水星（すいせい）
P0000156743	水星は小天体（しょうてんたい）
V0000363048	セイウチ
V0000363049	式典（しきてん） 式（しき） 式典は彼の話が始まった
P0000156744	一面（いちめん） 
P0000156744	空一面に星がまたたいていた
V0000363050	有り難い　（ありがたい） 本当に有り難いと思っています
P0000156745	死亡（しぼう）
P0000156745	死（し） 脂肪（しぼう）
P0000156745	彼は母親が死亡したという電報を受け取った
P0000156746	群集（ぐんしゅう） 人出（ひとで） 人手（ひとで）
P0000156746	群（むれ）
P0000156746	夥しい人手（おびただしい）
V0000363051	射手（いて）
V0000363052	ジーンズ ジーンズで行ってもいいかな
V0000363053	経済学（けいざいがく）
P0000156747	対称（たいしょう） 対象（たいしょう）
P0000156747	対照的（な）
V0000363054	柱（はしら） 彼は我が社の柱だ これらの柱が舞台を支えている
V0000363055	天文台（てんもんだい） プラネタリウム
V0000363056	贈呈する（ぞうてい） 彼女は幼稚園にピアノを贈呈した
V0000363057	前途有望の（ぜんとゆうぼう） 前途洋洋の（ぜんとようよう） 前途有望の青年だ 有望（ゆうぼう）
V0000363058	シャンプー
V0000363059	キャンプ 私達は川にキャンプに行った
V0000363060	神話学（しんわがく） 神話（しんわ）
V0000363061	年輪（ねんりん） 木の年輪
V0000363062	隠れ家（かくれが） その洞窟が私たちの隠れ家になった
V0000363063	えんどう豆（えんどうまめ）
V0000363064	台無し（だいなし）にする 壊す（こわします） 雨で桜が台無しになった あの看板のおかげで景色が台無した
V0000363065	はげたか
P0000156748	きちんと ちゃんと 
P0000156748	きちんと座りなさい 彼の部屋はいつもきちんとしている
V0000363066	救急箱（きゅうきゅうばこ）
V0000363067	紀元前（きげんぜん） 紀元前一世紀（きげんぜんいっせいき）
V0000363068	数字（すうじ） 数（かず） ローマ数字 2桁（けた）の数字
V0000363069	吹き矢（ふきや） 吹き矢を吹く
V0000363070	外交官（がいこうかん） 私は日本の外交官だ
V0000363071	遅い（おそい）
V0000363072	暗算する（あんざん） 彼は暗算するほど頭がよくない
V0000363073	夫（おっと） （ご）主人（しゅじん） 囚人（しゅうじん）
V0000363074	中止する（ちゅうし） キャンセルする にわか雨で試合は中止になった
V0000363075	洋食（ようしょく） 和食（わしょく）
V0000363076	水銀（すいぎん） 水銀温度計 （すいぎんおんどけい）
V0000363077	初恋（はつこい）
V0000363078	まとめる（まとめます） データをまとめる 月曜日までにこのレポートをまとめておいてください
V0000363079	臭い（くさい） 君は息（いき）が臭い
V0000363080	出版する（しゅっぱん） 発行する（はっこう） その会社は新しい雑誌を出版した
V0000363081	象徴する（しょうちょう） 象徴的 赤いばらは愛を象徴している
P0000156749	(書) 
P0000156749	万人（ばんにん）(書) みんな 番人（ばんにん）
V0000363082	妊婦（にんぷ）
V0000363083	回転椅子（かいてんいす）
V0000363084	大鋸屑（おがくず）
V0000363085	マンション 高級マンション
P0000156750	日（ひ） お日様（おひさま）
P0000156750	太陽（たいよう）
P0000156750	大洋（たいよう）
P0000156751	に　精通する（せいつう） に　詳しい（くわしい）
P0000156751	～を　通じる（つうじます） 彼は日本の宗教に精通している
V0000363086	ビニ本（びにぼん） 弟の部屋を掃除していたら、ビニ本が枕の下に隠してあったのよ
V0000363087	排気管（はいきかん） エキパイ
V0000363088	一目で（ひとめで）
V0000363089	信号（しんごう） あの信号を右へ曲がってください
V0000363090	スリップ パンツ　
P0000156752	瀬戸物（せともの）
P0000156752	陶磁器（とうじき）
P0000156752	瀬戸物屋（せとものや） 陶磁器店（とうじきてん）
V0000363091	パイロット 操縦士（そうじゅうし） 副操縦士
P0000156753	不滅（な・の）（ふめつ）
P0000156753	不死（ふし） 
P0000156753	不滅の魂 世の中に不滅なものはない
V0000363092	２対０　（たい） 試合は４対３で、私達のチームが勝った 日本対アメリカのバレーボールの試合はあした行う
P0000156754	下る（くだります） 
P0000156754	上る（のぼります） 
V0000363093	手当て（てあて） 手当てする その男はこの種の傷の手当てに慣れていた
V0000363094	～つつ（も）(書) ～ながら 思いつつ 悪いことと知りつつ、友達にうそをついてしまった
V0000363095	中東（ちゅうとう）
V0000363096	タイトル 小説のタイトル
V0000363097	道徳（どうとく） 不道徳（な） 道徳を守る 道徳家
V0000363098	蝶結び（ちょうむすび） リボンを蝶結びにする
V0000363099	金銭（きんせん） お金（おかね） 金銭的問題
V0000363100	入院する（にゅういん） 母は入院している
V0000363101	シャボン玉（だま） シャボン玉がこわれた シャボン玉を飛ばす[吹く]
P0000156755	代謝（たいしゃ）(略) 退社（たいしゃ）
P0000156755	新陳代謝（しんちんたいしゃ） 代謝する
V0000363102	内戦（ないせん） 多くの国々で内戦が起きている
V0000363103	誰かと　意見が合わない 私たちは意見がめったに合わない
V0000363104	群（ぐん） 群れ（むれ） 群を抜く あの子は数学では群を抜いている
V0000363105	帰り（かえり） 帰宅（きたく） 母は勤めの帰りに買い物をします
V0000363106	～ごと 日曜日ごとに釣りに行く
V0000363107	ろう者（ろうしゃ） 聾者は手話で会話ができる
V0000363108	下がる（さがります）
V0000363109	暴言（ぼうげん） 暴言を吐く
P0000156756	法則（ほうそく） 法律（ほうりつ）
P0000156756	あらゆるものは自然の法則に従う
V0000363110	～が 苦手です（にがて） ～が 下手（な）(へた) 彼はスポーツが苦手だ
V0000363111	ポスター
V0000363112	尻取り(遊び)（しりとり） しりとり(遊び)をする
V0000363113	～ないとだめ ～なくてはならない ～なければいけない 毎日学校に行かないとだめ 毎日学校に行かなくてはならない 毎日学校に行かなければいけない
