V0000437084	さんがにち
V0000437601	ああ、ひとりでは ラーメンやさんに はいりにくい・・・と かんじるじょせいは おおいですからね。
V0000437602	ああ、ひとりでは ラーメンやさんに はいりにくい・・・と かんじるじょせいは おおいですからね。
V0000437603	そのとおりです。
V0000437604	そのとおりです。
V0000437605	それから、このおみせの ラーメンのスープは トンコツあじなんですが・・・はい、オーダーようしと えんぴつ。
V0000437606	それから、このおみせの ラーメンのスープは トンコツあじなんですが・・・はい、オーダーようしと えんぴつ。
V0000437607	ん？このオーダーようしに じぶんでかいて、ちゅうもんするんですか？
V0000437608	ん？このオーダーようしに じぶんでかいて、ちゅうもんするんですか？
V0000437609	そうです。じぶんの たべたいあじになるように、 あじを えらぶんです。
V0000437610	そうです。じぶんの たべたいあじになるように、 あじを えらぶんです。
V0000437611	オーダーようしに かいてある こうもくに マルを してください。
V0000437612	オーダーようしに かいてある こうもくに マルを してください。
V0000437613	へー。じゃ、わたしは・・・・スープは...こってり。（マルをするおと）めんは かため・・・
V0000437614	へー。じゃ、わたしは・・・・スープは...こってり。（マルをするおと）めんは かため・・・
V0000437615	うかがう
V0000437616	うらみ
V0000437617	あやしい
V0000437618	おそろしい
V0000437619	かこ
V0000437620	すいりしょうせつか
V0000437621	ほうせきてん
V0000437622	てんしゅ
V0000437623	にぎる
P0000208055	みなさん、こんばんは。
P0000208055	マキコ です。
P0000208056	みなさん、こんばんは。
P0000208056	マキコ です。
V0000437624	きょうは、すいりしょうせつか、あずまごろう せんせいに せんせいの しんさく「ダイングメッセージ」について おはなしを うかがいたいと おもいます。
V0000437625	きょうは、すいりしょうせつか、あずまごろう せんせいに せんせいの しんさく「ダイングメッセージ」について おはなしを うかがいたいと おもいます。
V0000437626	せんせい よろしくおねがいします。
V0000437627	せんせい よろしくおねがいします。
V0000437628	はい。このしょうせつは、「ダイングメッセージ」で はんにんが わかったところから、ものがたりが はじまります。
V0000437629	はい。このしょうせつは、「ダイングメッセージ」で はんにんが わかったところから、ものがたりが はじまります。
V0000437630	「あるほうせきてんの てんしゅが ころされた。とうぜん、かぎは しめてあった。
V0000437631	「あるほうせきてんの てんしゅが ころされた。とうぜん、かぎは しめてあった。
V0000437632	みせの ゆかには、ダイアモンドが なんこも おちていた。
V0000437633	みせの ゆかには、ダイアモンドが なんこも おちていた。
V0000437634	てんしゅは ダイアモンドを ひとつ にぎっていたが、おみせの ほうせきや げんきんは ひとつも ぬすまれていなかった。
V0000437635	てんしゅは ダイアモンドを ひとつ にぎっていたが、おみせの ほうせきや げんきんは ひとつも ぬすまれていなかった。
V0000437636	けいさつは てんしゅに うらみを もったものが はんにんであると かんがえ、のだ せつこ、なかむら ゆきこ、さいとう じゅんこの 3にんが あやしいと かんがえた。
V0000437637	けいさつは てんしゅに うらみを もったものが はんにんであると かんがえ、のだ せつこ、なかむら ゆきこ、さいとう じゅんこの 3にんが あやしいと かんがえた。
V0000437638	ひとりの けいじが、ようぎしゃの たんじょうびを しらべた。
V0000437639	ひとりの けいじが、ようぎしゃの たんじょうびを しらべた。
V0000437640	のだは 3がつうまれ、なかむらは 4がつうまれで、さいとうは 12がつうまれである。」
V0000437641	のだは 3がつうまれ、なかむらは 4がつうまれで、さいとうは 12がつうまれである。」
V0000437642	おおお、かんたんに はんにんが わかりましたね。わたしにも はんにんが だれか わかります。
V0000437643	おおお、かんたんに はんにんが わかりましたね。わたしにも はんにんが だれか わかります。
V0000437644	そして、そこから、はんにんの かなしいじんせい、ころされたてんしゅの おそろしいかこが わかっていく・・・という ものがたり です。
V0000437645	そして、そこから、はんにんの かなしいじんせい、ころされたてんしゅの おそろしいかこが わかっていく・・・という ものがたり です。
V0000437646	では、ここで コマーシャルが はいります。
V0000437647	では、ここで コマーシャルが はいります。
V0000437648	れきし
V0000437649	ふぁいるする
V0000437650	ぷらもでる
V0000437651	ねんだいじゅん
V0000437652	ほうもんする
V0000437653	せんごくぶしょう
V0000437654	ながめる
V0000437655	しりょう
V0000437656	ほんだな
V0000437657	しろ
V0000437658	みなさんは、「れきじょ」という ことばを きいたことは ありますか？
V0000437659	みなさんは、「れきじょ」という ことばを きいたことは ありますか？
